project	bug_ID	priority	type(person1)	type(person2)	type(final decision)	bug_URL	created_time	patch_URL
Hibernate	HHH-12594	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-12594	2018/5/17	https://github.com/hibernate/hibernate-orm/pull/2364/files
Hibernate	HHH-12531	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-12531	2018/4/21	https://github.com/hibernate/hibernate-orm/pull/2388/files
Hibernate	HHH-12332	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-12332	2018/3/1	https://github.com/hibernate/hibernate-orm/pull/2180/files
Hibernate	HHH-12247	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-12247	2018/1/23	https://github.com/hibernate/hibernate-orm/pull/2376/files
Hibernate	HHH-11969	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-11969	2017/9/6	https://github.com/hibernate/hibernate-orm/commit/d7a87b3d5a02fa09b122bb08281013ca495ddee0
Hibernate	HHH-11797	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-11797	2017/6/8	https://github.com/hibernate/hibernate-orm/pull/3044/files
Hibernate	HHH-11650	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-11650	2017/4/20	https://github.com/hibernate/hibernate-orm/pull/1886/files
Hibernate	HHH-11634	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-11634	2017/4/14	https://github.com/hibernate/hibernate-orm/commit/020414e1aa79058c8a3196898a815079c38a8315
Hibernate	HHH-11612	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-11612	2017/4/4	https://github.com/hibernate/hibernate-orm/commit/68fa5d8f9e766f94f60e67a37bd401b9420c4108
Hibernate	HHH-11576	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-11576	2017/3/17	https://github.com/hibernate/hibernate-orm/commit/a5c70873163b13551c4fc69e522b4794d58f8d82
Hibernate	HHH-11549	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-11549	2017/3/6	https://github.com/hibernate/hibernate-orm/pull/1835/files
Hibernate	HHH-11465	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-11465	2017/2/7	https://github.com/hibernate/hibernate-orm/commit/1347ee62506626254b96484ceb898aaa2a7e8764
Hibernate	HHH-11440	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-11440	2017/2/2	https://github.com/hibernate/hibernate-orm/pull/2211/files
Hibernate	HHH-11410	critical	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-11410	2017/1/19	https://github.com/hibernate/hibernate-orm/pull/1775/files
Hibernate	HHH-15379	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15379	2020/6/30	https://github.com/hibernate/hibernate-orm/pull/5142/files
Hibernate	HHH-15371	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15371	2022/6/29	https://github.com/hibernate/hibernate-orm/pull/5156/files
Hibernate	HHH-15361	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15361	2022/6/24	https://github.com/hibernate/hibernate-orm/pull/5134/files
Hibernate	HHH-15360	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15360	2022/6/24	https://github.com/hibernate/hibernate-orm/pull/5133/files
Hibernate	HHH-15359	major	T1.1.1	T1.1.1	T1.1.1	https://hibernate.atlassian.net/browse/HHH-15359	2022/6/23	https://github.com/hibernate/hibernate-orm/pull/5230/files
Hibernate	HHH-15358	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15358	2022/6/23	https://github.com/hibernate/hibernate-orm/pull/5137/files
Hibernate	HHH-15357	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15357	2022/6/23	https://github.com/hibernate/hibernate-orm/pull/5132/files
Hibernate	HHH-15356	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15356	2022/6/21	https://github.com/hibernate/hibernate-orm/pull/5251/files
Hibernate	HHH-15354	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15354	2022/6/21	https://github.com/hibernate/hibernate-orm/pull/5130/files
Hibernate	HHH-15349	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15349	2022/6/17	https://github.com/hibernate/hibernate-orm/pull/5128/files
Hibernate	HHH-15347	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15347	2022/6/17	https://github.com/hibernate/hibernate-orm/pull/5119/files
Hibernate	HHH-15346	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15346	2022/6/17	https://github.com/hibernate/hibernate-orm/pull/5129/files
Hibernate	HHH-15343	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15343	2022/6/15	https://github.com/hibernate/hibernate-orm/pull/5115/files
Hibernate	HHH-15342	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15342	2022/6/15	https://github.com/hibernate/hibernate-orm/pull/5140/files
Hibernate	HHH-15341	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15341	2022/6/15	https://github.com/hibernate/hibernate-orm/pull/5114/files
Hibernate	HHH-15339	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15339	2022/6/15	https://github.com/hibernate/hibernate-orm/pull/5111/files
Hibernate	HHH-15338	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15338	2022/6/15	https://github.com/hibernate/hibernate-orm/pull/5109/files
Hibernate	HHH-15531	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15331	2022/6/14	https://github.com/hibernate/hibernate-orm/pull/5143/files
Hibernate	HHH-15323	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15323	2022/6/10	https://github.com/hibernate/hibernate-orm/pull/5149/files
Hibernate	HHH-15316	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15316	2022/6/3	https://github.com/hibernate/hibernate-orm/commit/0adbf40c49cdbb5d478a5be34ba446c1f4294209
Hibernate	HHH-15314	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15314	2022/6/2	https://github.com/hibernate/hibernate-orm/commit/6ac624a84b85558e333fcaf321779dfd53407a3f
Hibernate	HHH-15297	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15297	2022/5/24	https://github.com/hibernate/hibernate-orm/pull/5076/files
Hibernate	HHH-15294	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15294	2022/5/22	https://github.com/hibernate/hibernate-orm/pull/5079/files
Hibernate	HHH-15293	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15293	2022/5/21	https://github.com/hibernate/hibernate-orm/pull/5068/files
Hibernate	HHH-15291	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15291	2022/5/21	https://github.com/hibernate/hibernate-orm/pull/5073/files
Hibernate	HHH-15286	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15286	2022/5/19	https://github.com/hibernate/hibernate-orm/pull/5066/files
Hibernate	HHH-15285	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15285	2022/5/19	https://github.com/hibernate/hibernate-orm/pull/5065/files
Hibernate	HHH-15281	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15281	2022/5/19	https://github.com/hibernate/hibernate-orm/pull/5077/files
Hibernate	HHH-15279	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15279	2022/5/17	https://github.com/hibernate/hibernate-orm/pull/5063/files
Hibernate	HHH-15278	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15278	2022/5/17	https://github.com/hibernate/hibernate-orm/pull/5062/files
Hibernate	HHH-15277	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15277	2022/5/17	https://github.com/hibernate/hibernate-orm/pull/5045/files
Hibernate	HHH-15270	major	T2	T2	T2	https://hibernate.atlassian.net/browse/HHH-15270	2022/5/13	https://github.com/hibernate/hibernate-orm/pull/5047/files
NHibernate	NH-3929	blocker	T2	T2	T2	https://nhibernate.jira.com/browse/NH-3929	2017/1/5	https://github.com/nhibernate/nhibernate-core/pull/548/files
NHibernate	NH#2127	critical	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/2127	2019/4/14	https://github.com/nhibernate/nhibernate-core/pull/2128/files
NHibernate	NH#1953	critical	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1953	2019/1/3	https://github.com/nhibernate/nhibernate-core/pull/1959/files
NHibernate	NH#1874	critical	T1.1.1	T1.1.1	T1.1.1	https://github.com/nhibernate/nhibernate-core/issues/1874	2018/10/16	https://github.com/nhibernate/nhibernate-core/pull/1878/files
NHibernate	NH#1372	critical	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1372	2017/4/12	https://github.com/nhibernate/nhibernate-core/commit/f91c3b2e5048fe1a0d35668aeb684a691aab6e28
NHibernate	NH#2552	critical	T1.1.1	T1.1.1	T1.1.1	https://github.com/nhibernate/nhibernate-core/issues/2552	2020/9/18	https://github.com/nhibernate/nhibernate-core/pull/2576/files
NHibernate	NH#2862	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/2862	2022/2/15	https://github.com/nhibernate/nhibernate-core/pull/2944/files
NHibernate	NH#2750	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/2750	2021/5/7	https://github.com/nhibernate/nhibernate-core/pull/2755/files
NHibernate	NH#2659	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/2659	2021/2/3	https://github.com/nhibernate/nhibernate-core/pull/2664/files
NHibernate	NH#2468	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/2468	2020/8/4	https://github.com/nhibernate/nhibernate-core/pull/2469/files
NHibernate	NH#2043	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/2043	2019/3/8	https://github.com/nhibernate/nhibernate-core/pull/2069/files#
NHibernate	NH#1920	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1920	2018/12/5	https://github.com/nhibernate/nhibernate-core/pull/1925/files#
NHibernate	NH#1888	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1888	2018/10/26	https://github.com/nhibernate/nhibernate-core/pull/1891/files
NHibernate	NH#1732	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1732	2018/6/5	https://github.com/nhibernate/nhibernate-core/pull/1734/files
NHibernate	NH#1730	major	T1.1.1	T1.1.1	T1.1.1	https://github.com/nhibernate/nhibernate-core/issues/1730	2018/6/5	https://github.com/nhibernate/nhibernate-core/pull/1731/files
NHibernate	NH#1685	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1685	2018/4/27	https://github.com/nhibernate/nhibernate-core/pull/1685/files
NHibernate	NH#1667	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1667	2018/4/17	https://github.com/nhibernate/nhibernate-core/pull/1679/files
NHibernate	NH#1660	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1660	2018/4/13	https://github.com/nhibernate/nhibernate-core/pull/1661/files
NHibernate	NH#1645	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1645	2018/4/9	https://github.com/nhibernate/nhibernate-core/pull/1647/files
NHibernate	NH#1628	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1628	2018/3/28	https://github.com/nhibernate/nhibernate-core/pull/1630/files
NHibernate	NH#1594	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1594	2018/3/6	https://github.com/nhibernate/nhibernate-core/pull/1596/files
NHibernate	NH#1478	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1478	2017/12/8	https://github.com/nhibernate/nhibernate-core/pull/1479/files
NHibernate	NH#1468	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1468	2017/12/2	https://github.com/nhibernate/nhibernate-core/pull/1470/files
NHibernate	NH#1427	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1427	2017/11/6	https://github.com/nhibernate/nhibernate-core/pull/1428/files
NHibernate	NH#1419	major	T1.2.1	T1.2.1	T1.2.1	https://github.com/nhibernate/nhibernate-core/issues/1419	2017/11/3	https://github.com/nhibernate/nhibernate-core/pull/1420/files
NHibernate	NH#1358	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1358	2017/4/27	https://github.com/nhibernate/nhibernate-core/pull/609/files
NHibernate	NH#1357	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1357	2017/4/12	https://github.com/nhibernate/nhibernate-core/pull/1428/files
NHibernate	NH#1355	major	T2	T2	T2	https://github.com/nhibernate/nhibernate-core/issues/1355	2017/1/3	https://github.com/nhibernate/nhibernate-core/pull/1670/files
NHibernate	NH#879	major	T1.2.2	T1.2.2	T1.2.2	https://github.com/nhibernate/nhibernate-core/issues/879	2017/10/12	https://github.com/nhibernate/nhibernate-core/pull/1415/files
NHibernate	NH-3955	major	T2	T2	T2	https://nhibernate.jira.com/browse/NH-3955	2017/3/4	https://github.com/nhibernate/nhibernate-core/pull/564/files
NHibernate	NH-3954	major	T2	T2	T2	https://nhibernate.jira.com/browse/NH-3954	2017/3/3	https://github.com/nhibernate/nhibernate-core/pull/561/files
NHibernate	NH-3946	major	T2	T2	T2	https://nhibernate.jira.com/browse/NH-3946	2017/2/13	https://github.com/nhibernate/nhibernate-core/pull/553/files
NHibernate	NH-3931	major	T1.1.1	T1.1.1	T1.1.1	https://nhibernate.jira.com/browse/NH-3931	2017/1/8	https://github.com/nhibernate/nhibernate-core/pull/582/files
JTS	JTS#881	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/881	2022/6/3	https://github.com/locationtech/jts/pull/886/files
JTS	JTS#852	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/852	2022/3/18	https://github.com/locationtech/jts/pull/867/files#
JTS	JTS#850	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/850	2022/3/17	https://github.com/locationtech/jts/pull/851/files
JTS	JTS#827	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/827	2022/1/13	https://github.com/locationtech/jts/pull/828/files#
JTS	JTS#798	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/798	2021/11/4	https://github.com/locationtech/jts/pull/812/files
JTS	JTS#793	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/793	2021/11/1	https://github.com/locationtech/jts/pull/794/files
JTS	JTS#789	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/789	2021/10/26	https://github.com/locationtech/jts/pull/790/files
JTS	JTS#785	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/785	2021/10/19	https://github.com/locationtech/jts/pull/786/files#
JTS	JTS#736	N/A	T2	T2	T2	https://github.com/locationtech/jts/issues/736	2021/6/5	https://github.com/locationtech/jts/pull/737/files
JTS	JTS#720	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/720	2021/3/20	https://github.com/locationtech/jts/pull/740/files
JTS	JTS#716	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/716	2021/3/13	https://github.com/locationtech/jts/pull/717/files
JTS	JTS#691	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/691	2021/2/10	https://github.com/locationtech/jts/pull/692/files
JTS	JTS#662	N/A	T2	T2	T2	https://github.com/locationtech/jts/issues/662	2021/1/11	https://github.com/locationtech/jts/commit/9a6537e3b03af40cd01737e997ed7250f7a94c31
JTS	JTS#635	N/A	T2	T2	T2	https://github.com/locationtech/jts/issues/635	2020/11/17	https://github.com/locationtech/jts/pull/637
JTS	JTS#627	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/627	2020/10/29	https://github.com/locationtech/jts/pull/628/files
JTS	JTS#621	N/A	T2	T2	T2	https://github.com/locationtech/jts/issues/621	2020/10/28	https://github.com/locationtech/jts/pull/622/files#
JTS	JTS#598	N/A	T2	T2	T2	https://github.com/locationtech/jts/issues/598	2020/9/23	https://github.com/locationtech/jts/pull/600/files
JTS	JTS#581	N/A	T2	T2	T2	https://github.com/locationtech/jts/issues/581	2020/8/15	https://github.com/locationtech/jts/pull/589/files#
JTS	JTS#571	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/571	2020/8/5	https://github.com/locationtech/jts/pull/572/files
JTS	JTS#552	N/A	T2	T2	T2	https://github.com/locationtech/jts/issues/552	2020/6/22	https://github.com/locationtech/jts/pull/553/files#
JTS	JTS#527	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/527	2020/3/27	https://github.com/locationtech/jts/pull/528/files
JTS	JTS#523	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/523	2020/3/18	https://github.com/locationtech/jts/pull/525/files
JTS	JTS#520	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/520	2020/3/12	https://github.com/locationtech/jts/pull/522/files
JTS	JTS#498	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/498	2019/11/29	https://github.com/locationtech/jts/pull/655/files
JTS	JTS#472	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/472	2019/9/7	https://github.com/locationtech/jts/pull/706/files
JTS	JTS#465	N/A	T2	T2	T2	https://github.com/locationtech/jts/issues/465	2019/8/23	https://github.com/locationtech/jts/commit/087dd40dda91779ef166c26c71cbb5c738e69bab
JTS	JTS#464	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/464	2019/8/22	https://github.com/locationtech/jts/pull/468/files
JTS	JTS#461	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/461	2019/8/21	https://github.com/locationtech/jts/pull/462/files
JTS	JTS#447	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/447	2019/7/16	https://github.com/locationtech/jts/pull/448/files
JTS	JTS#412	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/412	2019/4/12	https://github.com/locationtech/jts/pull/415/files
JTS	JTS#380	N/A	T2	T2	T2	https://github.com/locationtech/jts/issues/380	2019/2/23	https://github.com/locationtech/jts/pull/381/files
JTS	JTS#378	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/378	2019/2/20	https://github.com/locationtech/jts/pull/379/files#
JTS	JTS#356	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/356	2018/12/6	https://github.com/locationtech/jts/pull/360/files
JTS	JTS#324	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/324	2018/10/6	https://github.com/locationtech/jts/pull/648/files
JTS	JTS#314	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/314	2018/9/17	https://github.com/locationtech/jts/pull/449/files
JTS	JTS#308	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/308	2018/9/3	https://github.com/locationtech/jts/pull/309/files
JTS	JTS#286	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/286	2018/5/31	https://github.com/locationtech/jts/pull/401/files
JTS	JTS#273	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/273	2018/5/20	https://github.com/locationtech/jts/pull/284/files
JTS	JTS#265	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/265	2018/2/23	https://github.com/locationtech/jts/pull/266/files
JTS	JTS#260	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/260	2018/2/21	https://github.com/locationtech/jts/commit/6a7ceff95f17c054b11528fe6f6c270024e146c9
JTS	JTS#255	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/255	2018/2/1	https://github.com/locationtech/jts/pull/258/files
JTS	JTS#248	N/A	T2	T2	T2	https://github.com/locationtech/jts/issues/248	2018/1/24	https://github.com/locationtech/jts/pull/252/files
JTS	JTS#119	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/119	2017/8/19	https://github.com/locationtech/jts/pull/140/files
JTS	JTS#113	N/A	T2	T2	T2	https://github.com/locationtech/jts/issues/113	2017/8/10	https://github.com/locationtech/jts/commit/a1f3e8fa99f2360d67852f7b4599dc5525520c0f
JTS	JTS#107	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/107	2017/7/28	https://github.com/locationtech/jts/pull/257/files
JTS	JTS#104	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/104	2017/1/30	https://github.com/locationtech/jts/pull/429/files
JTS	JTS#103	N/A	T2	T2	T2	https://github.com/locationtech/jts/issues/103	2017/1/30	https://github.com/locationtech/jts/issues/103
JTS	JTS#88	N/A	T1.1.2	T1.1.2	T1.1.2	https://github.com/locationtech/jts/issues/88	2017/3/15	https://github.com/locationtech/jts/pull/648/files
NTS	NTS#594	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/594	2022/2/15	https://github.com/NetTopologySuite/NetTopologySuite/commit/2b037fc3cad58740696481fedaa2af0c4fba4a4f
NTS	NTS#589	N/A	T1.2.1	T1.2.1	T1.2.1	https://github.com/NetTopologySuite/NetTopologySuite/issues/589	2022/2/7	https://github.com/NetTopologySuite/NetTopologySuite/commit/e94157ac19e97fbbdf0808f18bac8ea899288516
NTS	NTS#567	N/A	T1.2.1	T1.2.1	T1.2.1	https://github.com/NetTopologySuite/NetTopologySuite/issues/567	2021/10/26	https://github.com/NetTopologySuite/NetTopologySuite/commit/a9becc07dcad66fc9405d1869364ac8e6ce8650d
NTS	NTS#554	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/554	2021/10/2	https://github.com/NetTopologySuite/NetTopologySuite/commit/83f3f44c89eeca82e4c0a03e645f257010d8cc44
NTS	NTS#449	N/A	T1.2.2	T1.2.2	T1.2.2	https://github.com/NetTopologySuite/NetTopologySuite/issues/449	2021/11/17	https://github.com/NetTopologySuite/NetTopologySuite/commit/f28db4e10837a87d8ba48c410bf53d3b4646e254
NTS	NTS#405	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/405	2020/4/28	https://github.com/NetTopologySuite/NetTopologySuite/commit/5c19479d3c9fc1ac4b9ae1461ec5084c2bef1417
NTS	NTS#389	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/389	2020/3/3	https://github.com/NetTopologySuite/NetTopologySuite/commit/628ecb4f0f4c0fd450b76e2fc65a2a51117e32ea
NTS	NTS#380	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/380	2020/1/29	https://github.com/NetTopologySuite/NetTopologySuite/commit/29036e18e52353b51d295d7e250513c4f01a607e
NTS	NTS#371	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/371	2019/12/8	https://github.com/NetTopologySuite/NetTopologySuite/commit/f541fb96d63bcd5bd4f93b391edc4c9755d60ecf#
NTS	NTS#354	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/354	2019/10/4	https://github.com/NetTopologySuite/NetTopologySuite/pull/370/files
NTS	NTS#345	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/345	2019/9/16	https://github.com/NetTopologySuite/NetTopologySuite/pull/372/files
NTS	NTS#337	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/337	2019/9/2	https://github.com/NetTopologySuite/NetTopologySuite/commit/64a572031a9c553d794ce5421fb61a6c6a67b9eb
NTS	NTS#326	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/326	2019/6/28	https://github.com/NetTopologySuite/NetTopologySuite/commit/ec80c0995e610ced8aa6f45681f25997d6baa23a#
NTS	NTS#289	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/289	2019/2/28	https://github.com/NetTopologySuite/NetTopologySuite/commit/b9e2c64cbdf5dfa0f00ea73cd3101be5a54302e7#
NTS	NTS#283	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/283	2019/2/19	https://github.com/NetTopologySuite/NetTopologySuite/pull/286/commits/1dce264fd0397c2c87616844dc49e7848349c0c1
NTS	NTS#234	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/234	2018/5/3	https://github.com/NetTopologySuite/NetTopologySuite/pull/235/files
NTS	NTS#198	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/198	2017/10/17	https://github.com/NetTopologySuite/NetTopologySuite/commit/64e19b0d42ad2955f971dc249839fb76850733d0
NTS	NTS#192	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/192	2017/9/30	https://github.com/NetTopologySuite/NetTopologySuite/pull/193/files
NTS	NTS#176	N/A	T2	T2	T2	https://github.com/NetTopologySuite/NetTopologySuite/issues/176	2017/7/19	https://github.com/NetTopologySuite/NetTopologySuite/commit/d263e6d57a9c95b86f0086215c740a7841721117
Log4j2	LOG4J2-3463	blocker	T2	T2	T2	https://issues.apache.org/jira/browse/LOG4J2-3463	2022/4/4	https://github.com/apache/logging-log4j2/pull/804/files
Log4j2	LOG4J2-3419	blocker	T2	T2	T2	https://issues.apache.org/jira/browse/LOG4J2-3419	2022/3/1	https://github.com/apache/logging-log4j2/pull/794/files https://github.com/apache/logging-log4j2/pull/789/files
Log4j2	LOG4J2-3328	blocker	T2	T2	T2	https://issues.apache.org/jira/browse/LOG4J2-3328	2022/1/10	https://github.com/apache/logging-log4j2/pull/704/files
Log4j2	LOG4J2-3281	blocker	T2	T2	T2	https://issues.apache.org/jira/browse/LOG4J2-3281	2021/12/23	https://github.com/apache/logging-log4j2/commit/79d6427
Log4j2	LOG4J2-3247	blocker	T2	T2	T2	https://issues.apache.org/jira/browse/LOG4J2-3247	2021/12/16	https://github.com/apache/logging-log4j2/commit/8908e1d
Log4j2	LOG4J2-3237	blocker	T2	T2	T2	https://issues.apache.org/jira/browse/LOG4J2-3237	2021/12/15	https://github.com/apache/logging-log4j2/commit/885ca8d
Log4j2	LOG4J2-2901	blocker	T2	T2	T2	https://issues.apache.org/jira/browse/LOG4J2-2901	2020/7/29	https://github.com/apache/logging-log4j2/commit/82dd809b94142078ee2ed1396a6054821120b41a
Log4j2	LOG4J2-2889	blocker	T2	T2	T2	https://issues.apache.org/jira/browse/LOG4J2-2889	2020/7/20	https://github.com/apache/logging-log4j2/pull/419/files https://github.com/apache/logging-log4j2/pull/423/files
Log4j2	LOG4J2-2828	blocker	T2	T2	T2	https://issues.apache.org/jira/browse/LOG4J2-2828	2020/4/22	https://github.com/apache/logging-log4j2/commit/937c877
Log4j2	LOG4J2-2624	blocker	T2	T2	T2	https://issues.apache.org/jira/browse/LOG4J2-2624	2019/6/4	https://github.com/apache/logging-log4j2/commit/516756119ff74cb5b4bcbea425bf6b26ec630f63
Log4j2	LOG4J2-2578	blocker	T2	T2	T2	https://issues.apache.org/jira/browse/LOG4J2-2578	2019/4/1	https://github.com/apache/logging-log4j-audit/pull/18
Log4j2	LOG4J2-2564	blocker	T2	T2	T2	https://issues.apache.org/jira/browse/LOG4J2-2564	2019/3/13	https://github.com/apache/logging-log4j2/pull/268/files
